10,3,0
32,4,0
33,4,0
34,4,4
35,4,0
36,4,0
37,4,0
38,4,0
39,4,4
40,4,-1
41,4,-1
42,4,2
43,4,0
44,4,-1
45,4,2
46,4,0
47,4,1
48,4,0
49,4,0
50,4,0
51,4,0
52,4,0
53,4,0
54,4,0
55,4,0
56,4,0
57,4,0
58,4,0
59,4,-1
60,4,0
61,4,1
62,4,0
63,4,0
64,4,0
65,4,0
66,4,0
67,4,0
68,4,0
69,4,0
70,4,0
71,4,0
72,4,0
73,4,0
74,4,0
75,4,0
76,4,0
77,4,0
78,4,0
79,4,0
80,4,0
81,4,-1
82,4,0
83,4,0
84,4,0
85,4,0
86,4,0
87,4,0
88,4,0
89,4,0
90,4,0
91,4,-1
92,4,1
93,4,-1
95,4,-1
96,4,4
97,4,0
98,4,0
99,4,0
100,4,0
101,4,0
102,4,0
103,4,-1
104,4,0
105,4,0
106,4,-1
107,4,0
108,4,0
109,4,0
110,4,0
111,4,0
112,4,-1
113,4,-1
114,4,0
115,4,0
116,4,0
117,4,0
118,4,0
119,4,0
120,4,0
121,4,-1
122,4,0
123,4,-1
124,4,-1
125,4,-1
126,4,2
180,8,4
969,8,-1
8217,8,3
8221,8,3
12289,8,-1
12290,8,-1
12293,8,-1
12300,8,0
12301,8,-1
12354,8,-1
12356,8,-1
12358,8,-1
12360,8,-1
12362,8,-1
12363,8,-1
12364,8,-1
12365,8,-1
12366,8,-1
12367,8,-1
12368,8,-1
12369,8,-1
12370,8,-1
12371,8,-1
12372,8,-1
12373,8,-1
12374,8,-1
12375,8,-1
12376,8,-1
12377,8,-1
12378,8,-1
12379,8,-1
12380,8,-1
12381,8,-1
12382,8,-1
12383,8,-1
12384,8,-1
12385,8,-1
12387,8,-1
12388,8,0
12389,8,0
12390,8,-1
12391,8,-1
12392,8,-1
12393,8,-1
12394,8,-1
12395,8,-1
12396,8,-1
12397,8,-1
12398,8,-1
12399,8,-1
12400,8,-1
12401,8,-1
12402,8,-1
12403,8,-1
12405,8,-1
12406,8,-1
12408,8,1
12409,8,1
12411,8,-1
12414,8,-1
12415,8,-1
12416,8,-1
12417,8,-1
12418,8,-1
12419,8,-1
12420,8,-1
12422,8,-1
12423,8,-1
12424,8,-1
12425,8,-1
12426,8,-1
12427,8,-1
12428,8,-1
12429,8,-1
12431,8,-1
12434,8,-1
12435,8,-1
12449,8,-1
12450,8,-1
12451,8,-1
12452,8,-1
12454,8,-1
12455,8,-1
12456,8,-1
12457,8,-1
12458,8,-1
12459,8,-1
12460,8,-1
12461,8,-1
12462,8,-1
12463,8,-1
12464,8,-1
12465,8,-1
12466,8,-1
12467,8,-1
12468,8,-1
12469,8,-1
12470,8,-1
12471,8,-1
12472,8,-1
12473,8,-1
12474,8,-1
12475,8,-1
12477,8,-1
12479,8,-1
12480,8,-1
12481,8,-1
12483,8,-1
12484,8,-1
12486,8,-1
12487,8,-1
12488,8,-1
12489,8,-1
12490,8,-1
12491,8,-1
12492,8,-1
12493,8,-1
12494,8,-1
12495,8,0
12496,8,0
12497,8,0
12499,8,-1
12500,8,-1
12501,8,-1
12502,8,-1
12503,8,-1
12504,8,0
12505,8,0
12506,8,0
12507,8,-1
12508,8,-1
12509,8,-1
12510,8,-1
12511,8,-1
12512,8,-1
12513,8,-1
12514,8,-1
12515,8,-1
12516,8,-1
12517,8,-1
12518,8,-1
12519,8,-1
12520,8,-1
12521,8,-1
12522,8,-1
12523,8,-1
12524,8,-1
12525,8,-1
12527,8,-1
12531,8,-1
12532,8,-1
12539,8,1
12540,8,1
19968,8,2
19975,8,-1
19977,8,-1
19978,8,-1
19979,8,-1
19981,8,-1
19982,8,-1
19988,8,-1
19990,8,-1
20013,8,-1
20027,8,-1
20055,8,-1
20081,8,-1
20102,8,-1
20104,8,-1
20105,8,-1
20107,8,-1
20108,8,-1
20114,8,-1
20117,8,-1
20129,8,-1
20154,8,-1
20170,8,-1
20171,8,-1
20182,8,-1
20184,8,-1
20195,8,-1
20196,8,-1
20197,8,-1
20219,8,-1
20225,8,-1
20237,8,-1
20250,8,-1
20253,8,-1
20284,8,-1
20301,8,-1
20302,8,-1
20303,8,-1
20307,8,-1
20309,8,-1
20313,8,-1
20316,8,-1
20351,8,-1
20363,8,-1
20379,8,-1
20385,8,-1
20405,8,-1
20445,8,-1
20449,8,-1
20462,8,-1
20474,8,-1
20493,8,-1
20498,8,-1
20516,8,-1
20572,8,-1
20581,8,-1
20596,8,-1
20605,8,-1
20633,8,-1
20717,8,-1
20778,8,-1
20803,8,-1
20805,8,-1
20806,8,-1
20809,8,-1
20837,8,-1
20840,8,-1
20843,8,-1
20849,8,-1
20853,8,-1
20854,8,-1
20869,8,-1
20870,8,-1
20877,8,-1
20966,8,-1
20986,8,-1
20998,8,-1
20999,8,-1
21009,8,-1
21021,8,-1
21028,8,-1
21029,8,-1
21033,8,-1
21050,8,-1
21066,8,-1
21069,8,-1
21091,8,-1
21106,8,-1
21147,8,-1
21152,8,-1
21161,8,-1
21177,8,-1
21191,8,-1
21205,8,-1
21209,8,-1
21213,8,-1
21223,8,-1
21270,8,-1
21313,8,-1
21315,8,-1
21322,8,-1
21330,8,-1
21336,8,-1
21361,8,-1
21363,8,-1
21380,8,-1
21435,8,-1
21442,8,-1
21453,8,-1
21454,8,-1
21462,8,-1
21463,8,-1
21483,8,-1
21487,8,-1
21490,8,-1
21495,8,-1
21496,8,-1
21512,8,-1
21516,8,-1
21517,8,-1
21520,8,-1
21521,8,-1
21531,8,-1
21547,8,-1
21560,8,-1
21578,8,-1
21608,8,-1
21610,8,-1
21627,8,-1
21629,8,-1
21696,8,-1
21697,8,-1
21729,8,-1
21839,8,-1
21843,8,-1
21892,8,-1
21916,8,-1
22040,8,-1
22120,8,-1
22132,8,-1
22238,8,-1
22243,8,-1
22256,8,-1
22259,8,-1
22269,8,-1
22312,8,-1
22320,8,-1
22475,8,-1
22534,8,-1
22577,8,-1
22580,8,-1
22635,8,-1
22679,8,-1
22721,8,-1
22730,8,-1
22763,8,-1
22770,8,-1
22793,8,-1
22806,8,-1
22810,8,-1
22818,8,-1
22823,8,-1
22825,8,-1
22833,8,-1
22855,8,-1
22865,8,-1
22899,8,-1
22900,8,-1
22909,8,-1
22937,8,-1
22971,8,-1
22987,8,-1
23039,8,-1
23041,8,-1
23087,8,-1
23130,8,-1
23244,8,-1
23376,8,-1
23384,8,-1
23396,8,-1
23398,8,-1
23431,8,-1
23433,8,-1
23436,8,-1
23449,8,-1
23450,8,-1
